,month,temp_avg,temp_max,temp_min,region,short_description,latitude,longitude,Services voyage (% exports de services),Accès électricité (% pop),Densité de population (hab/km²),Pop. dans grandes agglomérations (%),Accès Internet (% pop),PIB par habitant (USD),Accès eau potable (% pop),Médecins (pour 1000 habitants),Dépenses santé par habitant (USD),Pauvreté < 3$/jour (% pop),Pauvreté seuil national (% pop),Revenu 40% les plus pauvres ($/jour),Revenu moyen par habitant ($/jour),Espérance de vie (années),Population rurale (% total),Population urbaine (% total),Arrivées touristes internationaux (nb),Départs touristes internationaux (nb),Recettes tourisme (USD),Recettes tourisme (% exportations),Recettes voyages touristiques (USD),Dépenses tourisme (USD),city,nature,patrimoine,culture,restaurant,nightlife,loisirs,country
16390,10,20.6,26.5,15.5,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16412,11,19.9,25.3,16.2,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16434,12,20.0,25.2,16.0,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16456,2,21.6,27.5,16.1,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16478,3,21.8,28.0,16.8,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16500,4,20.6,25.8,16.5,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16522,5,19.6,24.8,15.8,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16544,6,18.6,23.5,14.0,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16566,7,18.0,23.0,13.3,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16588,8,18.3,23.9,13.4,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16610,9,19.4,25.6,14.2,africa,"Bustling streets filled with colorful markets, the aroma of street food, and a lively mix of cultures create a dynamic urban experience.",-1.30261485,36.82884201813725,39.509464216411,76.2,95.2681371231706,12.2256557459122,35.0,1942.58802756191,64.7820788557808,0.289,84.958992,46.9,39.8,1.98,4.34,63.646,68.3669659183571,31.6330340816429,2049000.0,1070000.0,1762000000.0,15.3601464458292,1007000000.0,277000000.0,Nairobi,0.25,1.56,0.62,0.47,1.18,1.66,kenya
16632,1,6.4,9.5,3.4,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16654,10,13.8,18.5,9.9,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16676,11,9.5,13.5,6.2,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16698,12,7.7,10.8,4.9,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16720,2,7.4,11.4,4.0,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16742,3,9.3,13.9,5.4,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16764,4,11.9,17.2,6.8,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16786,5,15.1,20.5,10.1,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16808,6,18.6,24.2,13.6,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16830,7,20.2,26.1,14.8,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16852,8,19.9,26.1,14.7,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16874,9,17.3,23.2,12.5,europe,"A city where historic charm meets modern creativity, with cobblestone streets, vibrant art scenes, and the gentle flow of the Loire River.",47.2186371,-1.5541362,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Nantes,0.95,0.59,0.71,0.38,0.53,1.35,france
16896,1,-2.9,0.3,-6.3,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
16918,10,11.9,16.3,7.6,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
16940,11,5.4,9.1,1.4,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
16962,12,1.6,4.5,-1.4,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
16984,2,-2.3,1.4,-6.4,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
17006,3,2.1,7.1,-3.0,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
17028,4,7.7,12.7,2.9,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
17050,5,15.3,20.9,9.7,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
17072,6,20.1,25.1,14.9,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
17094,7,23.3,28.2,18.3,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
17116,8,21.9,26.7,17.2,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
17138,9,18.5,23.5,13.7,north_america,"Roaring waters cascade with breathtaking power, mist hangs in the air, and the vibrant energy of nature leaves you in awe.",43.1065603,-79.0639039,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Niagara Falls,0.13,0.14,0.04,0.11,0.05,0.36,canada
17160,1,15.0,19.6,11.2,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17182,10,16.1,19.9,13.0,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17204,11,16.1,19.9,12.8,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17226,12,15.5,19.6,11.9,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17248,2,15.4,20.3,10.7,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17270,3,16.4,21.7,11.5,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17292,4,17.0,22.4,12.2,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17314,5,17.4,21.7,13.7,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17336,6,17.0,20.5,14.1,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17358,7,16.4,19.8,13.8,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17380,8,16.2,20.0,13.4,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17402,9,16.1,19.2,13.5,asia,"Mist-covered hills and lush tea plantations create a cool, serene atmosphere, perfect for unwinding and soaking in nature's beauty.",7.012402,80.7571612,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Nuwara Eliya,0.08,0.42,0.03,0.05,0.03,0.35,sri lanka
17424,1,0.6,3.8,-2.2,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17446,10,12.9,16.7,9.2,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17468,11,7.0,10.0,4.2,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17490,12,3.1,5.7,0.6,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17512,2,2.3,5.5,-0.8,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17534,3,5.6,9.3,2.3,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
17556,4,10.6,14.2,6.8,europe,"Charming cobblestone streets, lively markets, and the gentle sea breeze create a relaxed yet vibrant atmosphere perfect for unwinding and exploring.",46.4843023,30.7322878,5.16202867124443,100.0,65.1239834311357,14.431878377761,82.3755,5139.59814453125,93.517329658926,3.531,369.90487671,0.0,23.2,9.46,15.57,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0,Odessa,0.19,0.68,0.49,0.34,0.29,0.69,ukraine
